gene_name,interaction_types,drug_claim_primary_name,interaction_group_score,TARGET_NAME,TARGET_CLASS,ACT_VALUE,drug_approved,drug_avr_mass,drug_predicted_logp,drug_rule_of_five,drug_nr_targets,drug_nr_enzymes,drug_nr_carriers,drug_nr_transporters,POLAR_SURFACE_AREA,ROTATABLE_BOND_COUNT,HYDROGEN_BOND_DONORS,HYDROGEN_BOND_ACCEPTORS,RING_COUNT,ATOM_COUNT,FORMAL_CHARGE,CHIRAL_CENTER_COUNT
CHRM4,antagonist,ziprasidone,0.04,Muscarinic acetylcholine receptor M4,GPCR,5.795880017000001,True,412.936,4.304046458666667,True,26,2,2,1,48.47,4,1,5,5,49,0,0.0
CHRM1,antagonist,ziprasidone,0.02,Muscarinic acetylcholine receptor M1,GPCR,6.55,True,412.936,4.304046458666667,True,26,2,2,1,48.47,4,1,5,5,49,0,0.0
DRD5,antagonist,ziprasidone,0.09,D(1B) dopamine receptor,GPCR,6.81815624237061,True,412.936,4.304046458666667,True,26,2,2,1,48.47,4,1,5,5,49,0,0.0
ADRA2C,antagonist,ziprasidone,0.03,Alpha-2C adrenergic receptor,GPCR,7.11350917816162,True,412.936,4.304046458666667,True,26,2,2,1,48.47,4,1,5,5,49,0,0.0
ADRA1B,antagonist,ziprasidone,0.03,Alpha-1B adrenergic receptor,GPCR,8.04575729370117,True,412.936,4.304046458666667,True,26,2,2,1,48.47,4,1,5,5,49,0,0.0
HTR1E,antagonist,ziprasidone,0.14,5-hydroxytryptamine receptor 1E,GPCR,6.44,True,412.936,4.304046458666667,True,26,2,2,1,48.47,4,1,5,5,49,0,0.0
HTR1A,agonist,ziprasidone,0.12,5-hydroxytryptamine receptor 1A,GPCR,8.47,True,412.936,4.304046458666667,True,26,2,2,1,48.47,4,1,5,5,49,0,0.0
HTR7,antagonist,ziprasidone,0.17,5-hydroxytryptamine receptor 7,GPCR,8.3,True,412.936,4.304046458666667,True,26,2,2,1,48.47,4,1,5,5,49,0,0.0
CHRM3,antagonist,ziprasidone,0.02,Muscarinic acetylcholine receptor M3,GPCR,5.0,True,412.936,4.304046458666667,True,26,2,2,1,48.47,4,1,5,5,49,0,0.0
HTR1B,agonist,ziprasidone,0.08,5-hydroxytryptamine receptor 1B,GPCR,8.3,True,412.936,4.304046458666667,True,26,2,2,1,48.47,4,1,5,5,49,0,0.0
CHRM2,antagonist,ziprasidone,0.03,Muscarinic acetylcholine receptor M2,GPCR,5.522878745,True,412.936,4.304046458666667,True,26,2,2,1,48.47,4,1,5,5,49,0,0.0
CHRM5,antagonist,ziprasidone,0.04,Muscarinic acetylcholine receptor M5,GPCR,5.795880017000001,True,412.936,4.304046458666667,True,26,2,2,1,48.47,4,1,5,5,49,0,0.0
ADRA2A,antagonist,ziprasidone,0.02,Alpha-2A adrenergic receptor,GPCR,6.3,True,412.936,4.304046458666667,True,26,2,2,1,48.47,4,1,5,5,49,0,0.0
SLC6A4,inhibitor,ziprasidone,0.02,Sodium-dependent serotonin transporter,Transporter,7.0,True,412.936,4.304046458666667,True,26,2,2,1,48.47,4,1,5,5,49,0,0.0
HTR6,antagonist,ziprasidone,0.06,5-hydroxytryptamine receptor 6,GPCR,7.22,True,412.936,4.304046458666667,True,26,2,2,1,48.47,4,1,5,5,49,0,0.0
HTR5A,antagonist,ziprasidone,0.29,5-hydroxytryptamine receptor 5A,GPCR,6.53610706329346,True,412.936,4.304046458666667,True,26,2,2,1,48.47,4,1,5,5,49,0,0.0
DRD1,antagonist,ziprasidone,0.02,D(1A) dopamine receptor,GPCR,8.02,True,412.936,4.304046458666667,True,26,2,2,1,48.47,4,1,5,5,49,0,0.0
AR,agonist,testosterone undecanoate,0.06,Androgen receptor,Nuclear hormone receptor,,True,456.711,8.063633875,False,3,15,2,10,43.37,10,0,3,4,81,0,6.0
BRAF,inhibitor,dasatinib,0.15,Serine/threonine-protein kinase B-raf,Kinase,6.3,True,488.006,3.820938309438929,True,23,6,0,2,106.51,7,3,9,4,59,0,0.0
CSF1R,inhibitor,dasatinib,0.01,Macrophage colony-stimulating factor 1 receptor,Kinase,9.24,True,488.006,3.820938309438929,True,23,6,0,2,106.51,7,3,9,4,59,0,0.0
HCK,inhibitor,dasatinib,0.06,Tyrosine-protein kinase HCK,Kinase,9.46,True,488.006,3.820938309438929,True,23,6,0,2,106.51,7,3,9,4,59,0,0.0
KIT,inhibitor,dasatinib,0.36,Mast/stem cell growth factor receptor Kit,Kinase,9.24,True,488.006,3.820938309438929,True,23,6,0,2,106.51,7,3,9,4,59,0,0.0
PDGFRB,inhibitor,dasatinib,0.1,Platelet-derived growth factor receptor beta,Kinase,9.2,True,488.006,3.820938309438929,True,23,6,0,2,106.51,7,3,9,4,59,0,0.0
LCK,multitarget,dasatinib,0.08,Tyrosine-protein kinase Lck,Kinase,9.7,True,488.006,3.820938309438929,True,23,6,0,2,106.51,7,3,9,4,59,0,0.0
SRC,inhibitor,dasatinib,0.16,Proto-oncogene tyrosine-protein kinase Src,Kinase,9.68,True,488.006,3.820938309438929,True,23,6,0,2,106.51,7,3,9,4,59,0,0.0
YES1,inhibitor,dasatinib,0.03,Tyrosine-protein kinase Yes,Kinase,9.52,True,488.006,3.820938309438929,True,23,6,0,2,106.51,7,3,9,4,59,0,0.0
FRK,inhibitor,dasatinib,0.07,Tyrosine-protein kinase FRK,Kinase,9.51,True,488.006,3.820938309438929,True,23,6,0,2,106.51,7,3,9,4,59,0,0.0
FGR,inhibitor,dasatinib,0.21,Tyrosine-protein kinase Fgr,Kinase,9.3,True,488.006,3.820938309438929,True,23,6,0,2,106.51,7,3,9,4,59,0,0.0
BLK,inhibitor,dasatinib,0.02,Tyrosine-protein kinase Blk,Kinase,9.68,True,488.006,3.820938309438929,True,23,6,0,2,106.51,7,3,9,4,59,0,0.0
SIK3,inhibitor,dasatinib,0.24,Serine/threonine-protein kinase SIK3,Kinase,7.55,True,488.006,3.820938309438929,True,23,6,0,2,106.51,7,3,9,4,59,0,0.0
SIK1,inhibitor,dasatinib,0.18,Serine/threonine-protein kinase SIK1,Kinase,8.41,True,488.006,3.820938309438929,True,23,6,0,2,106.51,7,3,9,4,59,0,0.0
ADRB2,antagonist,labetalol,0.29,Beta-2 adrenergic receptor,GPCR,7.958607315,True,328.4055,1.8865051835138016,True,3,5,2,1,95.58,8,4,4,2,48,0,2.0
ADRA1D,antagonist,labetalol,0.06,Alpha-1D adrenergic receptor,GPCR,7.638272164,True,328.4055,1.8865051835138016,True,3,5,2,1,95.58,8,4,4,2,48,0,2.0
ADA,inhibitor,pentostatin,12.91,Adenosine deaminase,Enzyme,10.8,True,268.2691,-2.016391028,True,1,0,0,0,112.13,2,4,8,3,35,0,4.0
SLC6A2,inhibitor,nortriptyline,0.3,Sodium-dependent noradrenaline transporter,Transporter,8.3595,True,263.3767,4.426486977666667,True,15,6,2,2,12.03,3,1,1,3,41,0,0.0
DRD2,antagonist,nortriptyline,0.02,D(2) dopamine receptor,GPCR,5.590066877000001,True,263.3767,4.426486977666667,True,15,6,2,2,12.03,3,1,1,3,41,0,0.0
HTR2A,antagonist,nortriptyline,0.05,5-hydroxytryptamine receptor 2A,GPCR,7.3565,True,263.3767,4.426486977666667,True,15,6,2,2,12.03,3,1,1,3,41,0,0.0
HTR1A,antagonist,nortriptyline,0.06,5-hydroxytryptamine receptor 1A,GPCR,6.5086,True,263.3767,4.426486977666667,True,15,6,2,2,12.03,3,1,1,3,41,0,0.0
ADRA1D,antagonist,nortriptyline,0.07,Alpha-1D adrenergic receptor,GPCR,6.910094889,True,263.3767,4.426486977666667,True,15,6,2,2,12.03,3,1,1,3,41,0,0.0
CHRM1,antagonist,nortriptyline,0.03,Muscarinic acetylcholine receptor M1,GPCR,7.3979,True,263.3767,4.426486977666667,True,15,6,2,2,12.03,3,1,1,3,41,0,0.0
ADRA2A,antagonist,nortriptyline,0.04,Alpha-2A adrenergic receptor,GPCR,6.560667306,True,263.3767,4.426486977666667,True,15,6,2,2,12.03,3,1,1,3,41,0,0.0
HTR2C,"negative modulator,antagonist",nortriptyline,0.06,5-hydroxytryptamine receptor 2C,GPCR,8.0,True,263.3767,4.426486977666667,True,15,6,2,2,12.03,3,1,1,3,41,0,0.0
KCNJ10,blocker,nortriptyline,0.3,ATP-sensitive inward rectifier potassium channel 10,Ion channel,4.79587984085083,True,263.3767,4.426486977666667,True,15,6,2,2,12.03,3,1,1,3,41,0,0.0
HRH1,antagonist,nortriptyline,0.05,Histamine H1 receptor,GPCR,8.0325,True,263.3767,4.426486977666667,True,15,6,2,2,12.03,3,1,1,3,41,0,0.0
ADRA1A,antagonist,nortriptyline,0.05,Alpha-1A adrenergic receptor,GPCR,7.2596,True,263.3767,4.426486977666667,True,15,6,2,2,12.03,3,1,1,3,41,0,0.0
DPP4,inhibitor,omarigliptin,1.47,Dipeptidyl peptidase 4,Enzyme,9.09691047668457,False,398.43,0.10002736666666716,True,0,0,0,0,90.45,3,1,7,4,47,0,3.0
CCR5,antagonist,maraviroc,23.39,C-C chemokine receptor type 5,GPCR,7.6,True,513.6655,3.626210654333332,False,1,1,0,0,63.05,8,1,5,5,78,0,4.0
KDR,inhibitor,sunitinib,0.25,Vascular endothelial growth factor receptor 2,Kinase,9.7,True,398.4738,2.9273768136666662,True,8,3,0,4,77.23,7,3,3,3,56,0,0.0
PDGFRB,inhibitor,sunitinib,0.23,Platelet-derived growth factor receptor beta,Kinase,10.12,True,398.4738,2.9273768136666662,True,8,3,0,4,77.23,7,3,3,3,56,0,0.0
KIT,inhibitor,sunitinib,0.64,Mast/stem cell growth factor receptor Kit,Kinase,9.68,True,398.4738,2.9273768136666662,True,8,3,0,4,77.23,7,3,3,3,56,0,0.0
FGFR1,inhibitor,sunitinib,0.01,Fibroblast growth factor receptor 1,Kinase,6.28,True,398.4738,2.9273768136666662,True,8,3,0,4,77.23,7,3,3,3,56,0,0.0
HTR2C,antagonist,sertindole,0.14,5-hydroxytryptamine receptor 2C,GPCR,9.7,True,440.941,3.7738,True,8,2,0,0,40.51,5,1,3,5,57,0,0.0
HTR6,antagonist,sertindole,0.29,5-hydroxytryptamine receptor 6,GPCR,8.3,True,440.941,3.7738,True,8,2,0,0,40.51,5,1,3,5,57,0,0.0
KCNH2,inhibitor,sertindole,0.07,Potassium voltage-gated channel subfamily H member 2,Ion channel,8.57,True,440.941,3.7738,True,8,2,0,0,40.51,5,1,3,5,57,0,0.0
HRH1,antagonist,sertindole,0.02,Histamine H1 receptor,GPCR,9.29,True,440.941,3.7738,True,8,2,0,0,40.51,5,1,3,5,57,0,0.0
HTR1E,antagonist,sertindole,0.09,5-hydroxytryptamine receptor 1E,GPCR,6.4,True,440.941,3.7738,True,8,2,0,0,40.51,5,1,3,5,57,0,0.0
HTR1F,antagonist,sertindole,0.1,5-hydroxytryptamine receptor 1F,GPCR,6.4,True,440.941,3.7738,True,8,2,0,0,40.51,5,1,3,5,57,0,0.0
HTR1A,antagonist,sertindole,0.02,5-hydroxytryptamine receptor 1A,GPCR,7.48,True,440.941,3.7738,True,8,2,0,0,40.51,5,1,3,5,57,0,0.0
DRD4,antagonist,sertindole,0.04,D(4) dopamine receptor,GPCR,7.96,True,440.941,3.7738,True,8,2,0,0,40.51,5,1,3,5,57,0,0.0
HTR1B,antagonist,sertindole,0.04,5-hydroxytryptamine receptor 1B,GPCR,7.25,True,440.941,3.7738,True,8,2,0,0,40.51,5,1,3,5,57,0,0.0
HTR1D,antagonist,sertindole,0.04,5-hydroxytryptamine receptor 1D,GPCR,7.2,True,440.941,3.7738,True,8,2,0,0,40.51,5,1,3,5,57,0,0.0
DRD3,antagonist,sertindole,0.03,D(3) dopamine receptor,GPCR,8.59,True,440.941,3.7738,True,8,2,0,0,40.51,5,1,3,5,57,0,0.0
AVPR2,antagonist,tolvaptan,5.61,Vasopressin V2 receptor,GPCR,9.0,True,448.941,5.350183720333334,False,2,1,0,1,69.64,3,2,3,4,57,0,1.0
AVPR1A,antagonist,tolvaptan,2.37,Vasopressin V1a receptor,GPCR,7.9,True,448.941,5.350183720333334,False,2,1,0,1,69.64,3,2,3,4,57,0,1.0
FRK,inhibitor,nintedanib,0.08,Tyrosine-protein kinase FRK,Kinase,5.57,True,539.6248,2.7898566030000005,False,12,5,1,3,94.55,7,1,7,5,73,0,0.0
PDGFRA,inhibitor,nintedanib,0.3,Platelet-derived growth factor receptor alpha,Kinase,7.744727611541751,True,539.6248,2.7898566030000005,False,12,5,1,3,94.55,7,1,7,5,73,0,0.0
FGFR2,inhibitor,nintedanib,0.47,Fibroblast growth factor receptor 2,Kinase,6.46,True,539.6248,2.7898566030000005,False,12,5,1,3,94.55,7,1,7,5,73,0,0.0
FGR,inhibitor,nintedanib,0.26,Tyrosine-protein kinase Fgr,Kinase,6.52,True,539.6248,2.7898566030000005,False,12,5,1,3,94.55,7,1,7,5,73,0,0.0
LYN,inhibitor,nintedanib,0.23,Tyrosine-protein kinase Lyn,Kinase,6.03,True,539.6248,2.7898566030000005,False,12,5,1,3,94.55,7,1,7,5,73,0,0.0
HCK,inhibitor,nintedanib,0.11,Tyrosine-protein kinase HCK,Kinase,5.28,True,539.6248,2.7898566030000005,False,12,5,1,3,94.55,7,1,7,5,73,0,0.0
FGFR1,inhibitor,nintedanib,0.3,Fibroblast growth factor receptor 1,Kinase,7.4202165603637695,True,539.6248,2.7898566030000005,False,12,5,1,3,94.55,7,1,7,5,73,0,0.0
FGFR4,inhibitor,nintedanib,0.16,Fibroblast growth factor receptor 4,Kinase,5.74,True,539.6248,2.7898566030000005,False,12,5,1,3,94.55,7,1,7,5,73,0,0.0
LCK,inhibitor,nintedanib,0.15,Tyrosine-protein kinase Lck,Kinase,8.21,True,539.6248,2.7898566030000005,False,12,5,1,3,94.55,7,1,7,5,73,0,0.0
SRC,inhibitor,nintedanib,0.11,Proto-oncogene tyrosine-protein kinase Src,Kinase,6.24,True,539.6248,2.7898566030000005,False,12,5,1,3,94.55,7,1,7,5,73,0,0.0
YES1,inhibitor,nintedanib,0.01,Tyrosine-protein kinase Yes,Kinase,7.1,True,539.6248,2.7898566030000005,False,12,5,1,3,94.55,7,1,7,5,73,0,0.0
FLT3,inhibitor,nintedanib,0.11,Receptor-type tyrosine-protein kinase FLT3,Kinase,9.38,True,539.6248,2.7898566030000005,False,12,5,1,3,94.55,7,1,7,5,73,0,0.0
BLK,inhibitor,nintedanib,0.07,Tyrosine-protein kinase Blk,Kinase,6.42,True,539.6248,2.7898566030000005,False,12,5,1,3,94.55,7,1,7,5,73,0,0.0
FYN,inhibitor,nintedanib,0.07,Tyrosine-protein kinase Fyn,Kinase,6.2,True,539.6248,2.7898566030000005,False,12,5,1,3,94.55,7,1,7,5,73,0,0.0
DRD3,antagonist,remoxipride,0.11,D(3) dopamine receptor,GPCR,5.34,True,371.269,2.341989283666666,True,5,4,1,0,50.8,6,1,4,2,45,0,1.0
DRD4,antagonist,remoxipride,0.16,D(4) dopamine receptor,GPCR,5.41,True,371.269,2.341989283666666,True,5,4,1,0,50.8,6,1,4,2,45,0,1.0
SIGMAR1,antagonist,remoxipride,0.77,Sigma non-opioid intracellular receptor 1,Membrane receptor,7.26,True,371.269,2.341989283666666,True,5,4,1,0,50.8,6,1,4,2,45,0,1.0
NR3C2,agonist,budesonide,0.15,Mineralocorticoid receptor,Nuclear hormone receptor,7.85,True,430.5339,2.733890000333333,True,2,9,2,4,93.06,4,2,6,5,65,0,9.0
PGR,agonist,budesonide,0.06,Progesterone receptor,Transcription factor,7.5686362360000015,True,430.5339,2.733890000333333,True,2,9,2,4,93.06,4,2,6,5,65,0,9.0
IGF1R,inhibitor,brigatinib,0.54,Insulin-like growth factor 1 receptor,Kinase,7.13667726516724,True,584.1,3.6589999999999967,False,9,3,0,5,85.86,8,2,9,5,79,0,0.0
FLT3,inhibitor,brigatinib,0.17,Receptor-type tyrosine-protein kinase FLT3,Kinase,8.6777811050415,True,584.1,3.6589999999999967,False,9,3,0,5,85.86,8,2,9,5,79,0,0.0
INSR,binder,brigatinib,0.17,Insulin receptor,Kinase,6.79587984085083,True,584.1,3.6589999999999967,False,9,3,0,5,85.86,8,2,9,5,79,0,0.0
PTGS1,inhibitor,suprofen,2.84,Prostaglandin G/H synthase 1,Enzyme,5.96,True,260.308,3.526214794,True,2,3,1,1,54.37,4,1,3,2,30,0,1.0
RXRG,agonist,alitretinoin,4.34,Retinoic acid receptor RXR-gamma,Nuclear hormone receptor,6.66,True,300.4351,5.014367711,False,9,0,2,1,37.3,5,1,1,1,50,0,0.0
RARB,agonist,alitretinoin,3.47,Retinoic acid receptor beta,Nuclear hormone receptor,7.3,True,300.4351,5.014367711,False,9,0,2,1,37.3,5,1,1,1,50,0,0.0
RXRB,agonist,alitretinoin,3.25,Retinoic acid receptor RXR-beta,Nuclear hormone receptor,6.7,True,300.4351,5.014367711,False,9,0,2,1,37.3,5,1,1,1,50,0,0.0
RARG,agonist,alitretinoin,2.15,Retinoic acid receptor gamma,Nuclear hormone receptor,7.13,True,300.4351,5.014367711,False,9,0,2,1,37.3,5,1,1,1,50,0,0.0
CA1,inhibitor,methocarbamol,1.17,Carbonic anhydrase 1,Enzyme,7.6,True,241.2405,0.4450462073333332,True,1,0,0,0,91.01,6,2,5,1,32,0,1.0
CHRM5,antagonist,hexocyclium,0.14,Muscarinic acetylcholine receptor M5,GPCR,8.4,True,317.496,-0.992857414471746,True,4,0,0,0,23.47,4,1,2,3,56,1,1.0
CHRM2,antagonist,hexocyclium,0.28,Muscarinic acetylcholine receptor M2,GPCR,7.6,True,317.496,-0.992857414471746,True,4,0,0,0,23.47,4,1,2,3,56,1,1.0
CHRM3,antagonist,hexocyclium,0.25,Muscarinic acetylcholine receptor M3,GPCR,8.9,True,317.496,-0.992857414471746,True,4,0,0,0,23.47,4,1,2,3,56,1,1.0
CHRM1,antagonist,hexocyclium,0.15,Muscarinic acetylcholine receptor M1,GPCR,,True,317.496,-0.992857414471746,True,4,0,0,0,23.47,4,1,2,3,56,1,1.0
CHRM4,antagonist,hexocyclium,0.42,Muscarinic acetylcholine receptor M4,GPCR,8.3,True,317.496,-0.992857414471746,True,4,0,0,0,23.47,4,1,2,3,56,1,1.0
NPR1,agonist,nesiritide,11.36,Atrial natriuretic peptide receptor 1,Enzyme,,True,3464.0,,False,3,0,0,0,1522.74,87,52,53,4,483,0,28.0
ADRB2,partial agonist,acebutolol,0.46,Beta-2 adrenergic receptor,GPCR,6.4,True,336.4259,1.5346815706666663,True,2,1,0,1,87.66,10,3,5,1,52,0,1.0
PGR,agonist,fluticasone propionate,,Progesterone receptor,Nuclear hormone receptor,9.77,True,500.571,3.718004615666666,False,4,4,2,2,80.67,4,1,6,4,65,0,9.0
NR3C2,agonist,fluticasone propionate,,Mineralocorticoid receptor,Nuclear hormone receptor,6.83,True,500.571,3.718004615666666,False,4,4,2,2,80.67,4,1,6,4,65,0,9.0
KCNK10,activator,halothane,0.44,Potassium channel subfamily K member 10,Ion channel,,True,197.382,2.11935513,True,17,5,1,0,0.0,0,0,0,0,8,0,1.0
KCNK9,binder,halothane,0.83,Potassium channel subfamily K member 9,Ion channel,,True,197.382,2.11935513,True,17,5,1,0,0.0,0,0,0,0,8,0,1.0
KCNK3,activator,halothane,0.73,Potassium channel subfamily K member 3,Ion channel,,True,197.382,2.11935513,True,17,5,1,0,0.0,0,0,0,0,8,0,1.0
KCNK2,activator,halothane,0.24,Potassium channel subfamily K member 2,Ion channel,,True,197.382,2.11935513,True,17,5,1,0,0.0,0,0,0,0,8,0,1.0
NR3C2,agonist,desoxycorticosterone pivalate,6.86,Mineralocorticoid receptor,Nuclear hormone receptor,11.0,False,414.586,5.572018192333333,False,1,1,0,0,60.44,3,0,4,4,68,0,6.0
SV2A,modulator,levetiracetam,22.32,Synaptic vesicle glycoprotein 2A,Transporter,6.099999904632571,True,170.21200000000005,-0.5936059006666665,True,2,0,0,1,63.4,3,1,2,1,26,0,1.0
ASIC3,blocker,amiloride,0.39,Acid-sensing ion channel 3,Ion channel,5.36,True,229.627,-0.4954324606666666,True,9,2,0,2,156.79,1,5,6,1,23,0,0.0
ASIC1,blocker,amiloride,5.05,Acid-sensing ion channel 1,Ion channel,5.0,True,229.627,-0.4954324606666666,True,9,2,0,2,156.79,1,5,6,1,23,0,0.0
SLC9A5,inhibitor,amiloride,3.16,Sodium/hydrogen exchanger 5,Unclassified,4.68,True,229.627,-0.4954324606666666,True,9,2,0,2,156.79,1,5,6,1,23,0,0.0
SCNN1A,inhibitor,amiloride,7.1,Amiloride-sensitive sodium channel subunit alpha,Ion channel,6.11,True,229.627,-0.4954324606666666,True,9,2,0,2,156.79,1,5,6,1,23,0,0.0
ASIC2,inhibitor,amiloride,4.42,Acid-sensing ion channel 2,Ion channel,4.6,True,229.627,-0.4954324606666666,True,9,2,0,2,156.79,1,5,6,1,23,0,0.0
PLAU,inhibitor,amiloride,0.46,Urokinase-type plasminogen activator,Enzyme,5.16,True,229.627,-0.4954324606666666,True,9,2,0,2,156.79,1,5,6,1,23,0,0.0
SLC9A1,inhibitor,amiloride,6.31,Sodium/hydrogen exchanger 1,Transporter,4.22,True,229.627,-0.4954324606666666,True,9,2,0,2,156.79,1,5,6,1,23,0,0.0
DRD2,antagonist,olanzapine,0.16,D(2) dopamine receptor,GPCR,8.5229,True,312.432,3.3884950820000004,True,20,8,2,1,30.87,0,1,5,4,42,0,0.0
ADRA1A,antagonist,olanzapine,0.02,Alpha-1A adrenergic receptor,GPCR,7.7212,True,312.432,3.3884950820000004,True,20,8,2,1,30.87,0,1,5,4,42,0,0.0
HTR2C,antagonist,olanzapine,0.18,5-hydroxytryptamine receptor 2C,GPCR,7.9586,True,312.432,3.3884950820000004,True,20,8,2,1,30.87,0,1,5,4,42,0,0.0
DRD5,antagonist,olanzapine,0.11,D(1B) dopamine receptor,GPCR,7.0458,True,312.432,3.3884950820000004,True,20,8,2,1,30.87,0,1,5,4,42,0,0.0
DRD4,antagonist,olanzapine,0.08,D(4) dopamine receptor,GPCR,8.7959,True,312.432,3.3884950820000004,True,20,8,2,1,30.87,0,1,5,4,42,0,0.0
HTR3A,antagonist,olanzapine,0.05,5-hydroxytryptamine receptor 3A,Ion channel,6.6946,True,312.432,3.3884950820000004,True,20,8,2,1,30.87,0,1,5,4,42,0,0.0
HRH1,antagonist,olanzapine,0.05,Histamine H1 receptor,GPCR,8.1549,True,312.432,3.3884950820000004,True,20,8,2,1,30.87,0,1,5,4,42,0,0.0
CHRM1,antagonist,olanzapine,0.04,Muscarinic acetylcholine receptor M1,GPCR,7.506,True,312.432,3.3884950820000004,True,20,8,2,1,30.87,0,1,5,4,42,0,0.0
ADRB1,inhibitor,olanzapine,0.01,Beta-1 adrenergic receptor,GPCR,5.3010299960000005,True,312.432,3.3884950820000004,True,20,8,2,1,30.87,0,1,5,4,42,0,0.0
HTR1D,agonist,olanzapine,0.04,5-hydroxytryptamine receptor 1D,GPCR,6.1207,True,312.432,3.3884950820000004,True,20,8,2,1,30.87,0,1,5,4,42,0,0.0
CHRM4,antagonist,olanzapine,0.06,Muscarinic acetylcholine receptor M4,GPCR,7.6819,True,312.432,3.3884950820000004,True,20,8,2,1,30.87,0,1,5,4,42,0,0.0
DRD3,antagonist,olanzapine,0.07,D(3) dopamine receptor,GPCR,8.0969,True,312.432,3.3884950820000004,True,20,8,2,1,30.87,0,1,5,4,42,0,0.0
HTR1F,agonist,olanzapine,0.03,5-hydroxytryptamine receptor 1F,GPCR,6.5086,True,312.432,3.3884950820000004,True,20,8,2,1,30.87,0,1,5,4,42,0,0.0
GABRA1,positive modulator,eszopiclone,0.2,Gamma-aminobutyric acid receptor subunit alpha-1,Ion channel,7.300000190734861,True,388.80800000000005,0.8065430329999994,True,5,2,0,0,96.35,2,1,7,4,44,0,1.0
GABRA2,agonist,eszopiclone,0.18,Gamma-aminobutyric acid receptor subunit alpha-2,Ion channel,6.94,True,388.80800000000005,0.8065430329999994,True,5,2,0,0,96.35,2,1,7,4,44,0,1.0
GABRA4,positive modulator,eszopiclone,0.04,Gamma-aminobutyric acid receptor subunit alpha-4,Ion channel,6.99,True,388.80800000000005,0.8065430329999994,True,5,2,0,0,96.35,2,1,7,4,44,0,1.0
HTR2A,antagonist,mianserin,0.06,5-hydroxytryptamine receptor 2A,GPCR,8.17,True,264.3648,3.8311976519999993,True,20,4,0,0,6.48,0,0,2,4,40,0,1.0
HRH1,antagonist,mianserin,0.07,Histamine H1 receptor,GPCR,9.2454,True,264.3648,3.8311976519999993,True,20,4,0,0,6.48,0,0,2,4,40,0,1.0
HTR6,binder,mianserin,0.08,5-hydroxytryptamine receptor 6,GPCR,7.1748,True,264.3648,3.8311976519999993,True,20,4,0,0,6.48,0,0,2,4,40,0,1.0
DRD2,antagonist,mianserin,0.02,D(2) dopamine receptor,GPCR,5.66,True,264.3648,3.8311976519999993,True,20,4,0,0,6.48,0,0,2,4,40,0,1.0
HTR1F,binder,mianserin,0.07,5-hydroxytryptamine receptor 1F,GPCR,8.06,True,264.3648,3.8311976519999993,True,20,4,0,0,6.48,0,0,2,4,40,0,1.0
HTR2C,antagonist,mianserin,0.08,5-hydroxytryptamine receptor 2C,GPCR,8.5204,True,264.3648,3.8311976519999993,True,20,4,0,0,6.48,0,0,2,4,40,0,1.0
HRH4,binder,mianserin,0.06,Histamine H4 receptor,GPCR,6.1249,True,264.3648,3.8311976519999993,True,20,4,0,0,6.48,0,0,2,4,40,0,1.0
ADRA2C,antagonist,mianserin,0.02,Alpha-2C adrenergic receptor,GPCR,8.4202,True,264.3648,3.8311976519999993,True,20,4,0,0,6.48,0,0,2,4,40,0,1.0
SLC6A4,inhibitor,mianserin,0.05,Sodium-dependent serotonin transporter,Transporter,5.3979401588439915,True,264.3648,3.8311976519999993,True,20,4,0,0,6.48,0,0,2,4,40,0,1.0
HTR7,antagonist,mianserin,0.1,5-hydroxytryptamine receptor 7,GPCR,7.06,True,264.3648,3.8311976519999993,True,20,4,0,0,6.48,0,0,2,4,40,0,1.0
HTR2B,binder,mianserin,0.05,5-hydroxytryptamine receptor 2B,GPCR,8.12,True,264.3648,3.8311976519999993,True,20,4,0,0,6.48,0,0,2,4,40,0,1.0
SLC6A2,inhibitor,mianserin,0.05,Sodium-dependent noradrenaline transporter,Transporter,7.1487,True,264.3648,3.8311976519999993,True,20,4,0,0,6.48,0,0,2,4,40,0,1.0
HTR1A,blocker,mianserin,0.01,5-hydroxytryptamine receptor 1A,GPCR,6.13,True,264.3648,3.8311976519999993,True,20,4,0,0,6.48,0,0,2,4,40,0,1.0
ADRA1D,antagonist,mianserin,0.03,Alpha-1D adrenergic receptor,GPCR,7.5,True,264.3648,3.8311976519999993,True,20,4,0,0,6.48,0,0,2,4,40,0,1.0
ADRA2B,antagonist,mianserin,0.02,Alpha-2B adrenergic receptor,GPCR,7.5686,True,264.3648,3.8311976519999993,True,20,4,0,0,6.48,0,0,2,4,40,0,1.0
DRD1,binder,mianserin,0.02,D(1A) dopamine receptor,GPCR,6.0,True,264.3648,3.8311976519999993,True,20,4,0,0,6.48,0,0,2,4,40,0,1.0
ADRA1A,antagonist,mianserin,0.02,Alpha-1A adrenergic receptor,GPCR,7.37,True,264.3648,3.8311976519999993,True,20,4,0,0,6.48,0,0,2,4,40,0,1.0
SLC6A3,binder,mianserin,0.05,Sodium-dependent dopamine transporter,Transporter,5.02687215805054,True,264.3648,3.8311976519999993,True,20,4,0,0,6.48,0,0,2,4,40,0,1.0
DRD3,binder,mianserin,0.02,D(3) dopamine receptor,GPCR,5.55,True,264.3648,3.8311976519999993,True,20,4,0,0,6.48,0,0,2,4,40,0,1.0
